datetime,symbol,open,high,low,close,volume
2024-11-26 14:00:00,BINANCE:ETHEUR,3153.04,3153.2,3149.11,3151.43,5.3153
2024-11-26 14:01:00,BINANCE:ETHEUR,3149.48,3150.22,3147.14,3149.69,5.827
2024-11-26 14:02:00,BINANCE:ETHEUR,3146.76,3147.82,3142.39,3142.55,8.9695
2024-11-26 14:03:00,BINANCE:ETHEUR,3142.49,3145.68,3139.38,3139.38,13.6688
2024-11-26 14:04:00,BINANCE:ETHEUR,3139.42,3147.32,3137.85,3146.61,8.5448
2024-11-26 14:05:00,BINANCE:ETHEUR,3147.18,3154.75,3144.23,3153.93,18.9467
2024-11-26 14:06:00,BINANCE:ETHEUR,3153.77,3159.84,3153.77,3159.59,1.3832
2024-11-26 14:07:00,BINANCE:ETHEUR,3156.42,3160.73,3155.51,3159.68,3.6835
2024-11-26 14:08:00,BINANCE:ETHEUR,3160.39,3160.81,3157.57,3160.81,1.7231
2024-11-26 14:09:00,BINANCE:ETHEUR,3161.64,3163.02,3161.26,3163.02,0.9776
2024-11-26 14:10:00,BINANCE:ETHEUR,3162.59,3164.38,3161.86,3163.68,0.6056
2024-11-26 14:11:00,BINANCE:ETHEUR,3160.06,3162.69,3160.06,3162.69,1.1974
2024-11-26 14:12:00,BINANCE:ETHEUR,3160.63,3161.07,3158.14,3159.87,6.8233
2024-11-26 14:13:00,BINANCE:ETHEUR,3161.14,3164.33,3161.14,3162.79,1.7117
2024-11-26 14:14:00,BINANCE:ETHEUR,3159.84,3164.66,3159.8,3163.21,1.3589
2024-11-26 14:15:00,BINANCE:ETHEUR,3163.2,3164.66,3157.23,3157.68,4.1679
2024-11-26 14:16:00,BINANCE:ETHEUR,3156.0,3156.62,3151.16,3151.16,4.9132
2024-11-26 14:17:00,BINANCE:ETHEUR,3152.8,3153.0,3151.63,3151.68,3.7677
2024-11-26 14:18:00,BINANCE:ETHEUR,3153.0,3159.32,3153.0,3158.38,5.2989
2024-11-26 14:19:00,BINANCE:ETHEUR,3157.68,3159.52,3152.4,3155.7,3.3939
2024-11-26 14:20:00,BINANCE:ETHEUR,3156.85,3158.72,3156.4,3156.4,3.8788
2024-11-26 14:21:00,BINANCE:ETHEUR,3154.62,3154.62,3147.0,3150.39,12.0184
2024-11-26 14:22:00,BINANCE:ETHEUR,3151.53,3152.35,3147.88,3147.88,3.3644
2024-11-26 14:23:00,BINANCE:ETHEUR,3147.97,3148.13,3141.53,3142.28,8.6102
2024-11-26 14:24:00,BINANCE:ETHEUR,3142.54,3148.01,3142.54,3148.01,36.1481
2024-11-26 14:25:00,BINANCE:ETHEUR,3147.89,3152.36,3145.68,3147.03,9.0292
2024-11-26 14:26:00,BINANCE:ETHEUR,3147.03,3147.03,3132.19,3132.19,13.8561
2024-11-26 14:27:00,BINANCE:ETHEUR,3131.92,3135.29,3130.92,3131.63,2.3287
2024-11-26 14:28:00,BINANCE:ETHEUR,3132.59,3134.65,3125.29,3126.73,15.3851
2024-11-26 14:29:00,BINANCE:ETHEUR,3126.72,3134.24,3126.72,3128.62,3.3896
2024-11-26 14:30:00,BINANCE:ETHEUR,3129.94,3134.08,3128.19,3131.7,3.4376
2024-11-26 14:31:00,BINANCE:ETHEUR,3128.62,3128.62,3120.0,3120.66,13.9604
2024-11-26 14:32:00,BINANCE:ETHEUR,3122.41,3133.45,3116.6,3131.77,13.6471
2024-11-26 14:33:00,BINANCE:ETHEUR,3132.75,3136.57,3130.77,3134.27,12.6124
2024-11-26 14:34:00,BINANCE:ETHEUR,3126.48,3129.2,3123.92,3128.48,8.5856
2024-11-26 14:35:00,BINANCE:ETHEUR,3128.63,3135.67,3128.63,3134.9,7.0812
2024-11-26 14:36:00,BINANCE:ETHEUR,3132.72,3139.38,3132.72,3135.27,7.6096
2024-11-26 14:37:00,BINANCE:ETHEUR,3136.99,3137.32,3132.95,3135.0,3.268
2024-11-26 14:38:00,BINANCE:ETHEUR,3135.87,3135.91,3127.34,3133.68,4.9388
2024-11-26 14:39:00,BINANCE:ETHEUR,3134.56,3134.98,3129.22,3131.68,9.3235
2024-11-26 14:40:00,BINANCE:ETHEUR,3129.0,3138.4,3128.47,3138.4,4.8323
2024-11-26 14:41:00,BINANCE:ETHEUR,3134.4,3137.06,3130.22,3136.06,4.4993
2024-11-26 14:42:00,BINANCE:ETHEUR,3136.9,3137.78,3130.85,3132.25,5.755
2024-11-26 14:43:00,BINANCE:ETHEUR,3132.97,3133.42,3129.75,3130.51,5.7796
2024-11-26 14:44:00,BINANCE:ETHEUR,3129.78,3132.7,3125.0,3125.0,4.5701
2024-11-26 14:45:00,BINANCE:ETHEUR,3124.08,3129.28,3120.57,3121.24,5.7617
2024-11-26 14:46:00,BINANCE:ETHEUR,3120.46,3130.63,3120.0,3130.63,1.3878
2024-11-26 14:47:00,BINANCE:ETHEUR,3129.7,3135.73,3128.58,3135.7,3.4603
2024-11-26 14:48:00,BINANCE:ETHEUR,3136.55,3141.05,3136.55,3140.94,2.6337
2024-11-26 14:49:00,BINANCE:ETHEUR,3140.25,3144.59,3140.1,3143.86,7.9808
2024-11-26 14:50:00,BINANCE:ETHEUR,3144.64,3147.57,3143.53,3147.15,4.8834
2024-11-26 14:51:00,BINANCE:ETHEUR,3147.45,3151.85,3146.82,3151.11,6.2701
2024-11-26 14:52:00,BINANCE:ETHEUR,3150.61,3152.54,3148.14,3151.15,6.3455
2024-11-26 14:53:00,BINANCE:ETHEUR,3151.94,3155.09,3151.58,3154.82,4.0185
2024-11-26 14:54:00,BINANCE:ETHEUR,3153.37,3155.1,3152.13,3153.74,3.0133
2024-11-26 14:55:00,BINANCE:ETHEUR,3153.42,3157.76,3153.11,3154.91,7.6388
2024-11-26 14:56:00,BINANCE:ETHEUR,3155.53,3157.08,3152.46,3157.08,11.6874
2024-11-26 14:57:00,BINANCE:ETHEUR,3157.38,3159.58,3157.36,3158.88,8.2366
2024-11-26 14:58:00,BINANCE:ETHEUR,3158.65,3158.65,3156.57,3156.58,1.4609
2024-11-26 14:59:00,BINANCE:ETHEUR,3156.45,3157.59,3154.53,3157.59,4.2896
2024-11-26 15:00:00,BINANCE:ETHEUR,3152.78,3155.36,3152.78,3155.11,4.7133
2024-11-26 15:01:00,BINANCE:ETHEUR,3154.26,3157.75,3152.0,3154.89,1.9931
2024-11-26 15:02:00,BINANCE:ETHEUR,3153.56,3155.33,3144.59,3144.59,5.5317
2024-11-26 15:03:00,BINANCE:ETHEUR,3149.99,3151.75,3145.94,3149.03,1.615
2024-11-26 15:04:00,BINANCE:ETHEUR,3148.7,3152.39,3147.86,3151.5,1.0527
2024-11-26 15:05:00,BINANCE:ETHEUR,3151.37,3153.48,3148.0,3149.44,3.4065
2024-11-26 15:06:00,BINANCE:ETHEUR,3147.56,3155.18,3147.56,3154.67,1.8206
2024-11-26 15:07:00,BINANCE:ETHEUR,3155.38,3158.24,3154.61,3155.92,10.1011
2024-11-26 15:08:00,BINANCE:ETHEUR,3154.91,3158.24,3154.91,3156.77,2.8579
2024-11-26 15:09:00,BINANCE:ETHEUR,3155.56,3157.87,3153.51,3157.1,5.2364
2024-11-26 15:10:00,BINANCE:ETHEUR,3158.24,3165.33,3158.24,3163.94,11.4186
2024-11-26 15:11:00,BINANCE:ETHEUR,3163.37,3165.24,3163.0,3163.9,1.7734
2024-11-26 15:12:00,BINANCE:ETHEUR,3165.85,3167.64,3165.59,3166.97,1.8423
2024-11-26 15:13:00,BINANCE:ETHEUR,3166.33,3169.1,3166.07,3167.32,14.3584
2024-11-26 15:14:00,BINANCE:ETHEUR,3168.15,3168.9,3167.36,3168.27,2.282
2024-11-26 15:15:00,BINANCE:ETHEUR,3168.08,3168.51,3164.4,3166.79,5.0068
2024-11-26 15:16:00,BINANCE:ETHEUR,3166.8,3167.25,3163.02,3163.02,7.6659
2024-11-26 15:17:00,BINANCE:ETHEUR,3163.65,3165.28,3162.37,3163.44,4.1549
2024-11-26 15:18:00,BINANCE:ETHEUR,3164.72,3168.47,3163.93,3164.75,6.1294
2024-11-26 15:19:00,BINANCE:ETHEUR,3165.05,3166.13,3161.76,3161.84,16.3201
2024-11-26 15:20:00,BINANCE:ETHEUR,3162.42,3163.16,3160.04,3160.85,5.4942
2024-11-26 15:21:00,BINANCE:ETHEUR,3163.49,3164.12,3161.03,3161.03,12.928
2024-11-26 15:22:00,BINANCE:ETHEUR,3162.79,3164.72,3162.79,3164.32,0.5536
2024-11-26 15:23:00,BINANCE:ETHEUR,3163.52,3165.18,3162.31,3165.18,2.2971
2024-11-26 15:24:00,BINANCE:ETHEUR,3163.6,3163.61,3157.28,3157.28,7.7422
2024-11-26 15:25:00,BINANCE:ETHEUR,3156.06,3158.78,3156.06,3157.63,2.288
2024-11-26 15:26:00,BINANCE:ETHEUR,3158.09,3158.09,3155.0,3155.0,1.8526
2024-11-26 15:27:00,BINANCE:ETHEUR,3155.72,3156.96,3154.02,3156.64,5.1814
2024-11-26 15:28:00,BINANCE:ETHEUR,3153.93,3155.34,3153.15,3153.34,1.4226
2024-11-26 15:29:00,BINANCE:ETHEUR,3154.65,3157.46,3153.73,3157.13,1.174
2024-11-26 15:30:00,BINANCE:ETHEUR,3158.09,3158.41,3155.01,3155.01,0.5547
2024-11-26 15:31:00,BINANCE:ETHEUR,3155.55,3158.42,3155.55,3156.91,2.1213
2024-11-26 15:32:00,BINANCE:ETHEUR,3158.93,3158.93,3156.92,3156.92,0.5146
2024-11-26 15:33:00,BINANCE:ETHEUR,3156.34,3156.34,3149.65,3149.65,20.2885
2024-11-26 15:34:00,BINANCE:ETHEUR,3148.0,3149.92,3147.14,3149.24,4.4329
2024-11-26 15:35:00,BINANCE:ETHEUR,3146.72,3148.23,3143.92,3143.92,0.9989
2024-11-26 15:36:00,BINANCE:ETHEUR,3143.13,3145.44,3142.2,3145.44,0.6354
2024-11-26 15:37:00,BINANCE:ETHEUR,3149.3,3151.15,3149.07,3151.15,2.8302
2024-11-26 15:38:00,BINANCE:ETHEUR,3148.5,3149.93,3146.49,3147.34,3.8576
2024-11-26 15:39:00,BINANCE:ETHEUR,3147.38,3150.28,3143.17,3143.62,2.6824
2024-11-26 15:40:00,BINANCE:ETHEUR,3144.23,3144.95,3141.87,3141.87,0.9374
2024-11-26 15:41:00,BINANCE:ETHEUR,3143.62,3143.68,3142.17,3143.01,0.5968
2024-11-26 15:42:00,BINANCE:ETHEUR,3143.53,3145.05,3143.32,3143.47,4.3145
2024-11-26 15:43:00,BINANCE:ETHEUR,3144.29,3149.09,3142.56,3147.37,5.56
2024-11-26 15:44:00,BINANCE:ETHEUR,3147.37,3149.11,3146.04,3146.04,4.0864
2024-11-26 15:45:00,BINANCE:ETHEUR,3142.92,3144.35,3138.43,3138.43,2.7364
2024-11-26 15:46:00,BINANCE:ETHEUR,3137.99,3141.57,3137.44,3139.19,3.0053
2024-11-26 15:47:00,BINANCE:ETHEUR,3138.75,3138.75,3137.25,3138.15,0.503
2024-11-26 15:48:00,BINANCE:ETHEUR,3137.28,3137.28,3134.55,3134.55,2.9905
2024-11-26 15:49:00,BINANCE:ETHEUR,3134.51,3137.08,3134.22,3135.27,2.359
2024-11-26 15:50:00,BINANCE:ETHEUR,3135.02,3135.02,3132.8,3134.0,1.0229
2024-11-26 15:51:00,BINANCE:ETHEUR,3135.0,3138.28,3134.99,3137.92,0.5528
2024-11-26 15:52:00,BINANCE:ETHEUR,3139.17,3142.08,3136.75,3137.43,3.4153
2024-11-26 15:53:00,BINANCE:ETHEUR,3136.77,3139.39,3135.05,3135.05,0.7782
2024-11-26 15:54:00,BINANCE:ETHEUR,3136.37,3136.37,3134.51,3134.51,0.987
2024-11-26 15:55:00,BINANCE:ETHEUR,3134.7,3137.15,3134.64,3136.86,0.9565
2024-11-26 15:56:00,BINANCE:ETHEUR,3138.71,3142.49,3138.08,3139.93,2.5487
2024-11-26 15:57:00,BINANCE:ETHEUR,3139.93,3140.31,3137.87,3140.31,8.6234
2024-11-26 15:58:00,BINANCE:ETHEUR,3140.4,3149.17,3140.4,3149.17,2.0565
2024-11-26 15:59:00,BINANCE:ETHEUR,3146.61,3147.19,3145.78,3145.78,0.9174
2024-11-26 16:00:00,BINANCE:ETHEUR,3144.01,3146.0,3143.0,3143.0,0.849
2024-11-26 16:01:00,BINANCE:ETHEUR,3143.0,3144.28,3142.27,3144.28,1.5716
2024-11-26 16:02:00,BINANCE:ETHEUR,3141.04,3141.04,3137.51,3138.76,0.2135
2024-11-26 16:03:00,BINANCE:ETHEUR,3142.88,3146.08,3142.46,3142.47,1.1807
2024-11-26 16:04:00,BINANCE:ETHEUR,3141.6,3144.32,3139.51,3144.32,1.3174
2024-11-26 16:05:00,BINANCE:ETHEUR,3143.33,3151.21,3143.33,3151.21,2.9711
2024-11-26 16:06:00,BINANCE:ETHEUR,3151.58,3153.15,3150.5,3152.65,11.956
2024-11-26 16:07:00,BINANCE:ETHEUR,3150.18,3150.52,3148.26,3148.26,3.617
2024-11-26 16:08:00,BINANCE:ETHEUR,3150.87,3151.49,3148.36,3149.39,3.4434
2024-11-26 16:09:00,BINANCE:ETHEUR,3151.2,3154.01,3148.98,3152.43,2.3508
2024-11-26 16:10:00,BINANCE:ETHEUR,3152.18,3159.0,3150.97,3157.89,5.9602
2024-11-26 16:11:00,BINANCE:ETHEUR,3159.16,3159.61,3158.11,3159.23,1.6366
2024-11-26 16:12:00,BINANCE:ETHEUR,3159.19,3159.89,3156.68,3158.77,2.4295
2024-11-26 16:13:00,BINANCE:ETHEUR,3160.0,3161.19,3159.09,3161.19,1.0526
2024-11-26 16:14:00,BINANCE:ETHEUR,3161.52,3161.76,3159.82,3161.49,1.3201
2024-11-26 16:15:00,BINANCE:ETHEUR,3161.09,3164.06,3159.89,3164.06,3.8669
2024-11-26 16:16:00,BINANCE:ETHEUR,3164.11,3164.4,3162.03,3164.4,1.3319
2024-11-26 16:17:00,BINANCE:ETHEUR,3164.6,3166.34,3163.85,3164.96,0.696
2024-11-26 16:18:00,BINANCE:ETHEUR,3163.02,3163.02,3159.81,3161.85,0.8211
2024-11-26 16:19:00,BINANCE:ETHEUR,3162.49,3164.96,3162.49,3163.24,0.2267
2024-11-26 16:20:00,BINANCE:ETHEUR,3164.96,3167.68,3164.77,3166.61,3.6068
2024-11-26 16:21:00,BINANCE:ETHEUR,3167.54,3170.23,3167.54,3170.23,2.0892
2024-11-26 16:22:00,BINANCE:ETHEUR,3171.22,3173.92,3171.22,3173.92,2.8379
2024-11-26 16:23:00,BINANCE:ETHEUR,3174.52,3174.54,3170.67,3171.78,3.48
2024-11-26 16:24:00,BINANCE:ETHEUR,3173.3,3173.3,3163.8,3164.79,6.5098
2024-11-26 16:25:00,BINANCE:ETHEUR,3163.64,3166.3,3163.64,3164.57,0.7084
2024-11-26 16:26:00,BINANCE:ETHEUR,3163.24,3165.0,3161.9,3161.9,3.4578
2024-11-26 16:27:00,BINANCE:ETHEUR,3160.0,3160.97,3158.57,3160.97,0.2752
2024-11-26 16:28:00,BINANCE:ETHEUR,3160.11,3160.12,3159.07,3159.91,7.5878
2024-11-26 16:29:00,BINANCE:ETHEUR,3160.48,3160.48,3158.1,3159.65,1.562
2024-11-26 16:30:00,BINANCE:ETHEUR,3158.55,3159.81,3157.85,3158.04,2.0587
2024-11-26 16:31:00,BINANCE:ETHEUR,3159.81,3160.92,3158.97,3158.97,3.0481
2024-11-26 16:32:00,BINANCE:ETHEUR,3159.63,3160.68,3153.67,3154.54,14.0911
2024-11-26 16:33:00,BINANCE:ETHEUR,3155.79,3156.97,3154.82,3156.46,3.4934
2024-11-26 16:34:00,BINANCE:ETHEUR,3157.46,3157.46,3153.88,3155.85,3.4627
2024-11-26 16:35:00,BINANCE:ETHEUR,3155.72,3160.5,3155.7,3159.34,5.4205
2024-11-26 16:36:00,BINANCE:ETHEUR,3159.22,3159.22,3154.76,3155.84,0.5865
2024-11-26 16:37:00,BINANCE:ETHEUR,3155.84,3162.37,3155.83,3160.17,5.7165
2024-11-26 16:38:00,BINANCE:ETHEUR,3162.36,3163.51,3161.46,3161.46,1.7935
2024-11-26 16:39:00,BINANCE:ETHEUR,3162.82,3164.57,3161.89,3162.0,4.1274
2024-11-26 16:40:00,BINANCE:ETHEUR,3163.84,3165.32,3163.06,3164.85,1.9864
2024-11-26 16:41:00,BINANCE:ETHEUR,3163.76,3163.76,3160.0,3160.83,2.09
2024-11-26 16:42:00,BINANCE:ETHEUR,3158.8,3159.21,3155.25,3155.25,2.9068
2024-11-26 16:43:00,BINANCE:ETHEUR,3154.81,3157.92,3154.81,3156.75,5.4418
