date,publishedAt,title,description,content,url,sentiment_pos,sentiment_neu,sentiment_neg,sentiment_compound,sentiment_label
2024-05-15,2024-05-15 12:55:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-05-15-1255,0.0,1.0,0.0,0.0,nötr
2024-05-15,2024-05-15 16:00:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 12% following the publication of the analysis.",https://example.com/news/apple/2024-05-15-160,0.08,0.92,0.0,0.0772,pozitif
2024-05-15,2024-05-15 13:11:00,Apple CEO discusses future direction in industry interview,Leadership insights reveal strategic vision for Apple's market position.,"In a recent industry interview, the CEO of Apple outlined the company's strategic priorities and responded to questions about competitive challenges. The executive emphasized the importance of innovation and operational excellence, while acknowledging the dynamic nature of the market. Analyst reactions were mixed, with some praising the clarity of vision while others questioned aspects of the execution strategy.",https://example.com/news/apple/2024-05-15-1311,0.111,0.889,0.0,0.25,pozitif
2024-05-16,2024-05-16 17:42:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-05-16-1742,0.0,1.0,0.0,0.0,nötr
2024-05-16,2024-05-16 14:08:00,Apple announces positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $2.91, which exceeded analyst expectations of $2.91. Revenue reached $42.8 billion, marking a 16% increase from the previous year. The company attributed this growth to strong performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-05-16-148,0.231,0.769,0.0,0.5574,pozitif
2024-05-18,2024-05-18 10:44:00,Apple CEO discusses future direction in industry interview,Leadership insights reveal strategic vision for Apple's market position.,"In a recent industry interview, the CEO of Apple outlined the company's strategic priorities and responded to questions about competitive challenges. The executive emphasized the importance of innovation and operational excellence, while acknowledging the dynamic nature of the market. Analyst reactions were mixed, with some praising the clarity of vision while others questioned aspects of the execution strategy.",https://example.com/news/apple/2024-05-18-1044,0.111,0.889,0.0,0.25,pozitif
2024-05-18,2024-05-18 17:58:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 25% following the publication of the analysis.",https://example.com/news/apple/2024-05-18-1758,0.08,0.92,0.0,0.0772,pozitif
2024-05-19,2024-05-19 11:17:00,Apple maintains stable outlook despite industry challenges,Apple continues to perform steadily amid sector-wide pressures.,"Despite facing industry-wide challenges, Apple maintains a stable outlook, according to recent analyst reports. The company has implemented strategic initiatives to navigate current market conditions and position itself for long-term growth. Management remains focused on operational efficiency and innovation.",https://example.com/news/apple/2024-05-19-1117,0.124,0.677,0.199,-0.0829,negatif
2024-05-21,2024-05-21 16:11:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 6% following the publication of the analysis.",https://example.com/news/apple/2024-05-21-1611,0.08,0.92,0.0,0.0772,pozitif
2024-05-21,2024-05-21 08:07:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-05-21-87,0.0,1.0,0.0,0.0,nötr
2024-05-21,2024-05-21 15:37:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 24% following the publication of the analysis.",https://example.com/news/apple/2024-05-21-1537,0.08,0.92,0.0,0.0772,pozitif
2024-05-22,2024-05-22 10:14:00,Apple announces positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $1.96, which exceeded analyst expectations of $1.96. Revenue reached $48.6 billion, marking a 8% improvement from the previous year. The company attributed this growth to strong performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-05-22-1014,0.231,0.769,0.0,0.5574,pozitif
2024-05-23,2024-05-23 13:40:00,Apple announces positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $0.95, which exceeded analyst expectations of $0.95. Revenue reached $45.2 billion, marking a 23% increase from the previous year. The company attributed this growth to strong performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-05-23-1340,0.231,0.769,0.0,0.5574,pozitif
2024-05-24,2024-05-24 13:18:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 15% following the publication of the analysis.",https://example.com/news/apple/2024-05-24-1318,0.08,0.92,0.0,0.0772,pozitif
2024-05-24,2024-05-24 08:03:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-05-24-83,0.0,1.0,0.0,0.0,nötr
2024-05-24,2024-05-24 10:23:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 6% following the announcement.",https://example.com/news/apple/2024-05-24-1023,0.282,0.718,0.0,0.6705,pozitif
2024-05-25,2024-05-25 13:58:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 10% following the announcement.",https://example.com/news/apple/2024-05-25-1358,0.282,0.718,0.0,0.6705,pozitif
2024-05-26,2024-05-26 08:13:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-05-26-813,0.0,1.0,0.0,0.0,nötr
2024-05-27,2024-05-27 08:14:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-05-27-814,0.0,1.0,0.0,0.0,nötr
2024-05-27,2024-05-27 11:02:00,Apple confirms new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-05-27-112,0.207,0.793,0.0,0.34,pozitif
2024-05-27,2024-05-27 14:08:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 9% following the publication of the analysis.",https://example.com/news/apple/2024-05-27-148,0.08,0.92,0.0,0.0772,pozitif
2024-05-28,2024-05-28 10:24:00,Apple stock falls on market uncertainty,Shares of Apple declined amid broader market concerns.,"Shares of Apple fell 5% today as investors reacted to broader market uncertainties and economic concerns. Analysts suggest this decline may be temporary, with some viewing it as a potential buying opportunity. Market volatility continues to impact the entire sector.",https://example.com/news/apple/2024-05-28-1024,0.133,0.723,0.145,-0.0516,negatif
2024-05-29,2024-05-29 13:45:00,Apple CEO discusses future direction in industry interview,Leadership insights reveal strategic vision for Apple's market position.,"In a recent industry interview, the CEO of Apple outlined the company's strategic priorities and responded to questions about competitive challenges. The executive emphasized the importance of innovation and operational excellence, while acknowledging the dynamic nature of the market. Analyst reactions were mixed, with some praising the clarity of vision while others questioned aspects of the execution strategy.",https://example.com/news/apple/2024-05-29-1345,0.111,0.889,0.0,0.25,pozitif
2024-05-30,2024-05-30 14:04:00,Apple CEO discusses future direction in industry interview,Leadership insights reveal strategic vision for Apple's market position.,"In a recent industry interview, the CEO of Apple outlined the company's strategic priorities and responded to questions about competitive challenges. The executive emphasized the importance of innovation and operational excellence, while acknowledging the dynamic nature of the market. Analyst reactions were mixed, with some praising the clarity of vision while others questioned aspects of the execution strategy.",https://example.com/news/apple/2024-05-30-144,0.111,0.889,0.0,0.25,pozitif
2024-05-31,2024-05-31 17:32:00,Apple reveals positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $2.80, which exceeded analyst expectations of $2.80. Revenue reached $30.9 billion, marking a 7% increase from the previous year. The company attributed this growth to unexpected performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-05-31-1732,0.231,0.769,0.0,0.5574,pozitif
2024-05-31,2024-05-31 11:42:00,Apple announces positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $3.37, which exceeded analyst expectations of $3.37. Revenue reached $49.7 billion, marking a 12% increase from the previous year. The company attributed this growth to strong performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-05-31-1142,0.231,0.769,0.0,0.5574,pozitif
2024-05-31,2024-05-31 14:07:00,Apple stock falls on market uncertainty,Shares of Apple declined amid broader market concerns.,"Shares of Apple fell 17% today as investors reacted to broader market uncertainties and economic concerns. Analysts suggest this decline may be temporary, with some viewing it as a potential buying opportunity. Market volatility continues to impact the entire sector.",https://example.com/news/apple/2024-05-31-147,0.133,0.723,0.145,-0.0516,negatif
2024-06-01,2024-06-01 08:33:00,Apple announces positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $1.03, which exceeded analyst expectations of $1.03. Revenue reached $46.3 billion, marking a 24% increase from the previous year. The company attributed this growth to strong performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-06-01-833,0.231,0.769,0.0,0.5574,pozitif
2024-06-02,2024-06-02 10:30:00,Apple announces new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-06-02-1030,0.207,0.793,0.0,0.34,pozitif
2024-06-02,2024-06-02 08:37:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 22% following the publication of the analysis.",https://example.com/news/apple/2024-06-02-837,0.08,0.92,0.0,0.0772,pozitif
2024-06-03,2024-06-03 10:38:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 18% following the publication of the analysis.",https://example.com/news/apple/2024-06-03-1038,0.08,0.92,0.0,0.0772,pozitif
2024-06-03,2024-06-03 16:49:00,Apple announces new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-06-03-1649,0.207,0.793,0.0,0.34,pozitif
2024-06-04,2024-06-04 10:28:00,Apple stock falls on market uncertainty,Shares of Apple declined amid broader market concerns.,"Shares of Apple fell 21% today as investors reacted to broader market uncertainties and economic concerns. Analysts suggest this decline may be temporary, with some viewing it as a potential buying opportunity. Market volatility continues to impact the entire sector.",https://example.com/news/apple/2024-06-04-1028,0.133,0.723,0.145,-0.0516,negatif
2024-06-05,2024-06-05 15:53:00,Apple maintains stable outlook despite industry challenges,Apple continues to perform steadily amid sector-wide pressures.,"Despite facing industry-wide challenges, Apple maintains a stable outlook, according to recent analyst reports. The company has implemented strategic initiatives to navigate current market conditions and position itself for long-term growth. Management remains focused on operational efficiency and innovation.",https://example.com/news/apple/2024-06-05-1553,0.124,0.677,0.199,-0.0829,negatif
2024-06-06,2024-06-06 11:56:00,Apple faces regulatory scrutiny,Regulators announce investigation into Apple's business practices.,Apple is facing increased regulatory scrutiny as authorities announce an investigation into certain aspects of its business practices. The company has stated it is cooperating fully with investigators and believes its operations comply with all applicable regulations. Some analysts suggest this development could create uncertainty for investors in the short term.,https://example.com/news/apple/2024-06-06-1156,0.0,1.0,0.0,0.0,nötr
2024-06-06,2024-06-06 12:43:00,Apple CEO discusses future direction in industry interview,Leadership insights reveal strategic vision for Apple's market position.,"In a recent industry interview, the CEO of Apple outlined the company's strategic priorities and responded to questions about competitive challenges. The executive emphasized the importance of innovation and operational excellence, while acknowledging the dynamic nature of the market. Analyst reactions were mixed, with some praising the clarity of vision while others questioned aspects of the execution strategy.",https://example.com/news/apple/2024-06-06-1243,0.111,0.889,0.0,0.25,pozitif
2024-06-08,2024-06-08 12:49:00,Apple reports new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-06-08-1249,0.207,0.793,0.0,0.34,pozitif
2024-06-09,2024-06-09 14:31:00,Apple maintains stable outlook despite industry challenges,Apple continues to perform steadily amid sector-wide pressures.,"Despite facing industry-wide challenges, Apple maintains a stable outlook, according to recent analyst reports. The company has implemented strategic initiatives to navigate current market conditions and position itself for long-term growth. Management remains focused on operational efficiency and innovation.",https://example.com/news/apple/2024-06-09-1431,0.124,0.677,0.199,-0.0829,negatif
2024-06-10,2024-06-10 15:05:00,Apple stock falls on market uncertainty,Shares of Apple declined amid broader market concerns.,"Shares of Apple fell 22% today as investors reacted to broader market uncertainties and economic concerns. Analysts suggest this decline may be temporary, with some viewing it as a potential buying opportunity. Market volatility continues to impact the entire sector.",https://example.com/news/apple/2024-06-10-155,0.133,0.723,0.145,-0.0516,negatif
2024-06-12,2024-06-12 12:10:00,Apple announces positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $1.66, which exceeded analyst expectations of $1.66. Revenue reached $23.6 billion, marking a 21% increase from the previous year. The company attributed this growth to strong performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-06-12-1210,0.231,0.769,0.0,0.5574,pozitif
2024-06-13,2024-06-13 16:23:00,Apple announces new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-06-13-1623,0.207,0.793,0.0,0.34,pozitif
2024-06-14,2024-06-14 15:20:00,Apple maintains stable outlook despite industry challenges,Apple continues to perform steadily amid sector-wide pressures.,"Despite facing industry-wide challenges, Apple maintains a stable outlook, according to recent analyst reports. The company has implemented strategic initiatives to navigate current market conditions and position itself for long-term growth. Management remains focused on operational efficiency and innovation.",https://example.com/news/apple/2024-06-14-1520,0.124,0.677,0.199,-0.0829,negatif
2024-06-14,2024-06-14 08:06:00,Apple reveals new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-06-14-86,0.207,0.793,0.0,0.34,pozitif
2024-06-18,2024-06-18 14:43:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 15% following the announcement.",https://example.com/news/apple/2024-06-18-1443,0.282,0.718,0.0,0.6705,pozitif
2024-06-19,2024-06-19 10:13:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 25% following the announcement.",https://example.com/news/apple/2024-06-19-1013,0.282,0.718,0.0,0.6705,pozitif
2024-06-19,2024-06-19 15:50:00,Apple announces positive quarterly results,Apple reported quarterly earnings that exceeded analyst expectations.,"Apple has announced its quarterly financial results, reporting earnings per share of $1.37, which exceeded analyst expectations of $1.37. Revenue reached $28.6 billion, marking a 6% increase from the previous year. The company attributed this growth to strong performance in its core business segments. CEO commented, 'We are pleased with our performance this quarter and remain optimistic about our future prospects.'",https://example.com/news/apple/2024-06-19-1550,0.231,0.769,0.0,0.5574,pozitif
2024-06-19,2024-06-19 08:08:00,Apple announces new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-06-19-88,0.207,0.793,0.0,0.34,pozitif
2024-06-21,2024-06-21 15:42:00,Apple maintains stable outlook despite industry challenges,Apple continues to perform steadily amid sector-wide pressures.,"Despite facing industry-wide challenges, Apple maintains a stable outlook, according to recent analyst reports. The company has implemented strategic initiatives to navigate current market conditions and position itself for long-term growth. Management remains focused on operational efficiency and innovation.",https://example.com/news/apple/2024-06-21-1542,0.124,0.677,0.199,-0.0829,negatif
2024-06-21,2024-06-21 13:12:00,Apple CEO discusses future direction in industry interview,Leadership insights reveal strategic vision for Apple's market position.,"In a recent industry interview, the CEO of Apple outlined the company's strategic priorities and responded to questions about competitive challenges. The executive emphasized the importance of innovation and operational excellence, while acknowledging the dynamic nature of the market. Analyst reactions were mixed, with some praising the clarity of vision while others questioned aspects of the execution strategy.",https://example.com/news/apple/2024-06-21-1312,0.111,0.889,0.0,0.25,pozitif
2024-06-22,2024-06-22 17:29:00,Apple introduces innovative new product line,New product launch expected to drive future growth for Apple.,"Apple today unveiled its latest product line, which analysts say could significantly impact the company's revenue stream in coming quarters. The new offerings are designed to meet evolving consumer demands and leverage cutting-edge technology. Market reaction has been generally positive, with shares rising 16% following the announcement.",https://example.com/news/apple/2024-06-22-1729,0.282,0.718,0.0,0.6705,pozitif
2024-06-23,2024-06-23 08:59:00,Analyst downgrades Apple citing sector headwinds,Major firm revises outlook for Apple stock amid industry challenges.,"A prominent Wall Street firm has downgraded Apple's stock from 'buy' to 'hold', citing concerns about industry-wide challenges and potential margin pressure. The analyst report highlighted several risk factors, including supply chain constraints and increasing competition. The stock declined 18% following the publication of the analysis.",https://example.com/news/apple/2024-06-23-859,0.08,0.92,0.0,0.0772,pozitif
2024-06-23,2024-06-23 13:49:00,Apple confirms new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-06-23-1349,0.207,0.793,0.0,0.34,pozitif
2024-06-24,2024-06-24 14:10:00,Apple stock falls on market uncertainty,Shares of Apple declined amid broader market concerns.,"Shares of Apple fell 19% today as investors reacted to broader market uncertainties and economic concerns. Analysts suggest this decline may be temporary, with some viewing it as a potential buying opportunity. Market volatility continues to impact the entire sector.",https://example.com/news/apple/2024-06-24-1410,0.133,0.723,0.145,-0.0516,negatif
2024-06-24,2024-06-24 11:04:00,Apple announces new strategic partnership,Apple forms alliance with industry leader to expand market reach.,"Apple has announced a new strategic partnership aimed at expanding its market presence and enhancing its product offerings. This collaboration is expected to drive innovation and create new opportunities for growth. The company's CEO stated, 'This partnership represents a significant milestone in our strategy to deliver greater value to our customers and shareholders.'",https://example.com/news/apple/2024-06-24-114,0.207,0.793,0.0,0.34,pozitif
